age,ageSD,MaO18,MaO18SD
41.8045,0.418045,-8.952,0.1
41.8387,0.418387,-8.947,0.1
41.8839,0.418839,-8.294,0.1
41.9175,0.419175,-8.197,0.1
41.9502,0.419502,-8.372,0.1
41.994,0.41994,-8.512,0.1
42.027,0.42027,-8.543,0.1
42.0594,0.420594,-8.402,0.1
42.1026,0.421026,-8.278,0.1
42.1264,0.421264,-8.314,0.1
42.2027,0.422027,-8.981,0.1
42.276,0.42276,-8.922,0.1
42.3539,0.423539,-8.939,0.1
42.4305,0.424305,-9.139,0.1
42.5185,0.425185,-10.121,0.1
42.6265,0.426265,-9.405,0.1
42.6645,0.426645,-9.867,0.1
42.7025,0.427025,-9.633,0.1
42.739,0.42739,-9.108,0.1
42.7765,0.427765,-9.173,0.1
42.813,0.42813,-9.545,0.1
42.849,0.42849,-9.977,0.1
42.886,0.42886,-9.887,0.1
42.9225,0.429225,-9.604,0.1
42.964,0.42964,-10.456,0.1
43.0241,0.430241,-9.804,0.1
43.0901,0.430901,-8.851,0.1
43.1523,0.431523,-9.75,0.1
43.2183,0.432183,-9.314,0.1
43.2787,0.432787,-9.566,0.1
43.34,0.4334,-10.067,0.1
43.4011,0.434011,-9.364,0.1
43.462,0.43462,-9.739,0.1
43.5205,0.435205,-8.847,0.1
43.581,0.43581,-9.489,0.1
43.6495,0.436495,-8.622,0.1
43.723,0.43723,-8.4,0.1
43.789,0.43789,-8.349,0.1
43.857,0.43857,-8.417,0.1
43.9215,0.439215,-8.332,0.1
43.9845,0.439845,-8.675,0.1
44.05,0.4405,-8.229,0.1
44.116,0.44116,-8.618,0.1
44.2084,0.442084,-8.463,0.1
44.28,0.4428,-8.552,0.1
44.3285,0.443285,-9.156,0.1
44.373,0.44373,-8.866,0.1
44.421,0.44421,-8.575,0.1
44.4645,0.444645,-8.922,0.1
44.5122,0.445122,-8.977,0.1
44.5555,0.445555,-9.173,0.1
44.5967,0.445967,-9.438,0.1
44.638,0.44638,-9.305,0.1
44.6841,0.446841,-10.257,0.1
44.7567,0.447567,-9.31,0.1
44.8387,0.448387,-9.087,0.1
44.9107,0.449107,-9.148,0.1
44.9795,0.449795,-9.424,0.1
45.0488,0.450488,-8.771,0.1
45.119,0.45119,-8.892,0.1
45.1921,0.451921,-9.354,0.1
45.2652,0.452652,-9.158,0.1
45.3455,0.453455,-9.015,0.1
45.3968,0.453968,-9.449,0.1
45.4466,0.454466,-9.084,0.1
45.4917,0.454917,-8.992,0.1
45.5354,0.455354,-9.065,0.1
45.5796,0.455796,-9.041,0.1
45.625,0.45625,-9.168,0.1
45.667,0.45667,-9.267,0.1
45.709,0.45709,-9.133,0.1
45.7505,0.457505,-10.024,0.1
45.7795,0.457795,-10.001,0.1
45.8085,0.458085,-9.325,0.1
45.837,0.45837,-9.611,0.1
45.866,0.45866,-9.544,0.1
45.894,0.45894,-10.046,0.1
45.9225,0.459225,-10.306,0.1
45.9505,0.459505,-10.244,0.1
45.9766,0.459766,-9.705,0.1
46.0022,0.460022,-10.179,0.1
46.0283,0.460283,-10.311,0.1
46.054,0.46054,-10.26,0.1
46.08,0.4608,-9.582,0.1
46.1055,0.461055,-9.534,0.1
46.1282,0.461282,-9.807,0.1
46.1519,0.461519,-9.955,0.1
46.1757,0.461757,-9.944,0.1
46.1996,0.461996,-10.153,0.1
46.223,0.46223,-9.946,0.1
46.2485,0.462485,-9.902,0.1
46.276,0.46276,-9.695,0.1
46.3155,0.463155,-9.689,0.1
46.3685,0.463685,-9.922,0.1
46.4185,0.464185,-9.916,0.1
46.466,0.46466,-9.836,0.1
46.513,0.46513,-11.021,0.1
46.5615,0.465615,-9.498,0.1
46.6085,0.466085,-9.451,0.1
46.658,0.46658,-9.7,0.1
46.7075,0.467075,-9.756,0.1
46.7605,0.467605,-9.936,0.1
46.808,0.46808,-9.361,0.1
46.8495,0.468495,-9.447,0.1
46.8915,0.468915,-9.484,0.1
46.933,0.46933,-9.509,0.1
46.9745,0.469745,-9.635,0.1
47.016,0.47016,-9.61,0.1
47.06,0.4706,-9.662,0.1
47.105,0.47105,-9.662,0.1
47.1475,0.471475,-9.32,0.1
47.19,0.4719,-9.614,0.1
47.232,0.47232,-9.917,0.1
47.2735,0.472735,-8.453,0.1
47.314,0.47314,-8.348,0.1
47.474,0.47474,-8.042,0.1
47.6095,0.476095,-8.464,0.1
47.734,0.47734,-8.261,0.1
47.8625,0.478625,-8.235,0.1
47.9885,0.479885,-8.224,0.1
48.0759,0.480759,-7.621,0.1
48.1494,0.481494,-8.31,0.1
48.238,0.48238,-7.96,0.1
48.329,0.48329,-8.601,0.1
48.4148,0.484148,-8.712,0.1
48.532,0.48532,-8.814,0.1
48.6246,0.486246,-9.059,0.1
48.645,0.48645,-9.28,0.1
48.6741,0.486741,-9.15,0.1
48.7155,0.487155,-9.26,0.1
48.7485,0.487485,-8.99,0.1
48.7854,0.487854,-9.02,0.1
48.821,0.48821,-9.01,0.1
48.8375,0.488375,-8.78,0.1
48.8531,0.488531,-8.76,0.1
48.8743,0.488743,-9.22,0.1
48.8905,0.488905,-9.22,0.1
48.9058,0.489058,-9.23,0.1
48.9268,0.489268,-9.2,0.1
48.943,0.48943,-9.31,0.1
48.9586,0.489586,-9.46,0.1
48.9792,0.489792,-9.57,0.1
48.9945,0.489945,-9.66,0.1
49.0098,0.490098,-9.7,0.1
49.0416,0.490416,-9.91,0.1
49.074,0.49074,-9.51,0.1
49.104,0.49104,-9.39,0.1
49.1424,0.491424,-9.51,0.1
49.17,0.4917,-9.43,0.1
49.1967,0.491967,-9.74,0.1
49.2327,0.492327,-9.45,0.1
49.26,0.4926,-10.06,0.1
49.2903,0.492903,-10.38,0.1
49.3321,0.493321,-10.51,0.1
49.3645,0.493645,-10.38,0.1
49.3933,0.493933,-10.29,0.1
49.4323,0.494323,-10.31,0.1
49.462,0.49462,-10.78,0.1
49.4887,0.494887,-10.72,0.1
49.5241,0.495241,-10.65,0.1
49.5505,0.495505,-9.78,0.1
49.5766,0.495766,-9.56,0.1
49.6104,0.496104,-9.8,0.1
49.635,0.49635,-9.37,0.1
49.6599,0.496599,-9.25,0.1
49.6935,0.496935,-9.22,0.1
49.719,0.49719,-8.91,0.1
49.7433,0.497433,-8.89,0.1
49.7757,0.497757,-8.92,0.1
49.8,0.498,-8.96,0.1
49.8249,0.498249,-9.14,0.1
49.8583,0.498583,-9.17,0.1
49.8835,0.498835,-9.47,0.1
49.9069,0.499069,-9.53,0.1
49.9399,0.499399,-9.51,0.1
49.966,0.49966,-9.61,0.1
49.9912,0.499912,-9.49,0.1
50.0244,0.500244,-9.44,0.1
50.049,0.50049,-9.39,0.1
50.073,0.50073,-9.49,0.1
50.1054,0.501054,-9.48,0.1
50.13,0.5013,-9.76,0.1
50.1552,0.501552,-9.54,0.1
50.1876,0.501876,-9.63,0.1
50.211,0.50211,-9.5,0.1
50.2386,0.502386,-9.09,0.1
50.2724,0.502724,-9.13,0.1
50.2955,0.502955,-9.75,0.1
50.3183,0.503183,-9.07,0.1
50.3525,0.503525,-9.28,0.1
50.381,0.50381,-9.08,0.1
50.4077,0.504077,-9.05,0.1
50.4427,0.504427,-9.24,0.1
50.4685,0.504685,-9.03,0.1
50.4946,0.504946,-8.74,0.1
50.5314,0.505314,-8.76,0.1
50.5605,0.505605,-9.48,0.1
50.5893,0.505893,-9.71,0.1
50.6335,0.506335,-9.44,0.1
50.671,0.50671,-9.84,0.1
50.727,0.50727,-9.82,0.1
50.7825,0.507825,-9.32,0.1
50.836,0.50836,-9.29,0.1
50.885,0.50885,-9.47,0.1
50.9365,0.509365,-9.53,0.1
50.984,0.50984,-9.75,0.1
51.0365,0.510365,-9.67,0.1
51.0825,0.510825,-9.55,0.1
51.129,0.51129,-9.63,0.1
51.1825,0.511825,-9.74,0.1
51.2325,0.512325,-9.95,0.1
51.2735,0.512735,-9.38,0.1
51.3335,0.513335,-9.32,0.1
51.3785,0.513785,-9.74,0.1
51.4255,0.514255,-9.62,0.1
51.4745,0.514745,-9.68,0.1
51.5325,0.515325,-9.81,0.1
51.579,0.51579,-9.58,0.1
51.6215,0.516215,-9.55,0.1
51.6695,0.516695,-9.8,0.1
51.7255,0.517255,-9.81,0.1
51.77,0.5177,-9.94,0.1
51.8195,0.518195,-9.81,0.1
51.867,0.51867,-9.71,0.1
51.9215,0.519215,-9.71,0.1
51.968,0.51968,-10,0.1
52.0255,0.520255,-9.95,0.1
52.0695,0.520695,-9.86,0.1
52.1115,0.521115,-9.8,0.1
52.1625,0.521625,-9.82,0.1
52.213,0.52213,-9.72,0.1
52.2655,0.522655,-9.96,0.1
52.3205,0.523205,-9.96,0.1
52.3635,0.523635,-9.98,0.1
52.4155,0.524155,-9.78,0.1
52.4705,0.524705,-10.08,0.1
52.515,0.52515,-9.85,0.1
52.5625,0.525625,-9.96,0.1
52.617,0.52617,-9.97,0.1
52.6715,0.526715,-10.24,0.1
52.722,0.52722,-10.36,0.1
52.7845,0.527845,-9.93,0.1
52.831,0.52831,-9.9,0.1
52.8955,0.528955,-10.28,0.1
52.9615,0.529615,-10.29,0.1
53.025,0.53025,-10.11,0.1
53.087,0.53087,-10.17,0.1
53.1435,0.531435,-9.83,0.1
53.1985,0.531985,-9.84,0.1
53.2605,0.532605,-9.99,0.1
53.319,0.53319,-10.07,0.1
53.3685,0.533685,-9.67,0.1
53.426,0.53426,-9.78,0.1
53.481,0.53481,-10.17,0.1
53.5475,0.535475,-10.11,0.1
53.6035,0.536035,-9.86,0.1
53.669,0.53669,-9.83,0.1
53.7165,0.537165,-9.88,0.1
53.771,0.53771,-9.71,0.1
53.831,0.53831,-9.68,0.1
53.891,0.53891,-9.29,0.1
53.943,0.53943,-9.79,0.1
54.0115,0.540115,-9.64,0.1
54.053,0.54053,-9.68,0.1
54.1155,0.541155,-9.68,0.1
54.178,0.54178,-9.49,0.1
54.229,0.54229,-9.56,0.1
54.277,0.54277,-9.3,0.1
54.343,0.54343,-9.22,0.1
54.402,0.54402,-9.13,0.1
54.4575,0.544575,-9.19,0.1
54.513,0.54513,-9.1,0.1
54.578,0.54578,-9.06,0.1
54.629,0.54629,-8.98,0.1
54.684,0.54684,-8.67,0.1
54.752,0.54752,-8.95,0.1
54.798,0.54798,-8.55,0.1
54.8535,0.548535,-8.69,0.1
54.915,0.54915,-8.64,0.1
54.97,0.5497,-8.41,0.1
55.0325,0.550325,-8.57,0.1
55.0845,0.550845,-8.61,0.1
55.132,0.55132,-8.48,0.1
55.2005,0.552005,-8.99,0.1
55.2605,0.552605,-9.27,0.1
55.311,0.55311,-9.97,0.1
55.371,0.55371,-10.16,0.1
55.4205,0.554205,-9.62,0.1
55.475,0.55475,-9.64,0.1
55.5425,0.555425,-10.11,0.1
55.602,0.55602,-10.08,0.1
55.6525,0.556525,-9.36,0.1
55.72,0.5572,-9.52,0.1
55.77,0.5577,-9.27,0.1
55.826,0.55826,-9.21,0.1
55.886,0.55886,-8.67,0.1
55.9435,0.559435,-8.67,0.1
55.995,0.55995,-9.04,0.1
56.052,0.56052,-9.12,0.1
56.117,0.56117,-9.12,0.1
56.172,0.56172,-9.11,0.1
56.2315,0.562315,-9.57,0.1
56.2915,0.562915,-9.47,0.1
56.346,0.56346,-9.89,0.1
56.4015,0.564015,-9.95,0.1
56.461,0.56461,-9.54,0.1
56.528,0.56528,-10.02,0.1
56.595,0.56595,-9.93,0.1
56.662,0.56662,-10.21,0.1
56.7035,0.567035,-9.98,0.1
56.746,0.56746,-9.91,0.1
56.786,0.56786,-9.84,0.1
56.825,0.56825,-9.96,0.1
56.863,0.56863,-9.58,0.1
56.903,0.56903,-9.6,0.1
56.9425,0.569425,-10,0.1
56.9795,0.569795,-9.88,0.1
57.015,0.57015,-9.69,0.1
57.05,0.5705,-10.05,0.1
57.0865,0.570865,-10.13,0.1
57.1305,0.571305,-10.1,0.1
57.164,0.57164,-10.04,0.1
57.1868,0.571868,-10.02,0.1
57.2178,0.572178,-10.04,0.1
57.2415,0.572415,-10.13,0.1
57.2664,0.572664,-10.08,0.1
57.2992,0.572992,-10.33,0.1
57.3235,0.573235,-10.13,0.1
57.3481,0.573481,-10.07,0.1
57.3821,0.573821,-9.82,0.1
57.4085,0.574085,-10.05,0.1
57.4289,0.574289,-10.06,0.1
57.4611,0.574611,-10.14,0.1
57.489,0.57489,-10.43,0.1
57.5151,0.575151,-10.46,0.1
57.5465,0.575465,-9.83,0.1
57.5675,0.575675,-10.07,0.1
57.5942,0.575942,-9.86,0.1
57.627,0.57627,-9.89,0.1
57.6495,0.576495,-9.83,0.1
57.6732,0.576732,-9.88,0.1
57.7062,0.577062,-9.95,0.1
57.732,0.57732,-9.92,0.1
57.7566,0.577566,-9.86,0.1
57.7892,0.577892,-9.84,0.1
57.8135,0.578135,-9.97,0.1
57.8387,0.578387,-10.17,0.1
57.8729,0.578729,-10.65,0.1
57.899,0.57899,-10.02,0.1
57.9227,0.579227,-10.1,0.1
57.9541,0.579541,-9.98,0.1
57.9775,0.579775,-9.94,0.1
58.0024,0.580024,-9.98,0.1
58.0348,0.580348,-10,0.1
58.0585,0.580585,-9.97,0.1
58.0846,0.580846,-9.88,0.1
58.118,0.58118,-9.87,0.1
58.142,0.58142,-9.88,0.1
58.1663,0.581663,-9.84,0.1
58.1989,0.581989,-9.95,0.1
58.2235,0.582235,-9.6,0.1
58.2511,0.582511,-9.44,0.1
58.2849,0.582849,-9.31,0.1
58.308,0.58308,-9.13,0.1
58.3317,0.583317,-9.06,0.1
58.3653,0.583653,-9.05,0.1
58.392,0.58392,-9.59,0.1
58.419,0.58419,-9.71,0.1
58.4548,0.584548,-9.64,0.1
58.4815,0.584815,-10.22,0.1
58.5079,0.585079,-9.6,0.1
58.5421,0.585421,-9.56,0.1
58.567,0.58567,-8.78,0.1
58.5976,0.585976,-8.79,0.1
58.6424,0.586424,-8.8,0.1
58.679,0.58679,-8.77,0.1
58.7099,0.587099,-8.79,0.1
58.7497,0.587497,-8.74,0.1
58.7785,0.587785,-9.14,0.1
58.8124,0.588124,-9.49,0.1
58.8532,0.588532,-9.54,0.1
58.8805,0.588805,-9.48,0.1
58.9108,0.589108,-9.34,0.1
58.9512,0.589512,-9.52,0.1
58.9815,0.589815,-9.54,0.1
59.01,0.5901,-9.47,0.1
59.047,0.59047,-9.52,0.1
59.074,0.59074,-9.58,0.1
59.1046,0.591046,-9.38,0.1
59.1424,0.591424,-9.35,0.1
59.1685,0.591685,-9.75,0.1
59.2003,0.592003,-9.62,0.1
59.2389,0.592389,-9.63,0.1
59.265,0.59265,-9.72,0.1
59.2977,0.592977,-9.81,0.1
59.3373,0.593373,-9.73,0.1
59.364,0.59364,-9.32,0.1
59.3943,0.593943,-8.76,0.1
59.4323,0.594323,-8.79,0.1
59.459,0.59459,-9.4,0.1
59.489,0.59489,-9.35,0.1
59.531,0.59531,-9.33,0.1
59.564,0.59564,-9.21,0.1
59.5931,0.595931,-9.23,0.1
59.6315,0.596315,-9.42,0.1
59.66,0.5966,-10.02,0.1
59.6918,0.596918,-10.08,0.1
59.7358,0.597358,-9.79,0.1
59.77,0.5977,-9.24,0.1
59.7958,0.597958,-8.52,0.1
59.832,0.59832,-8.39,0.1
59.8605,0.598605,-8.23,0.1
59.8884,0.598884,-8.35,0.1
59.9246,0.599246,-8.4,0.1
59.951,0.59951,-8.51,0.1
59.9777,0.599777,-8.26,0.1
60.0127,0.600127,-8.34,0.1
60.0385,0.600385,-8.15,0.1
60.0667,0.600667,-8.41,0.1
60.1031,0.601031,-8.32,0.1
60.1295,0.601295,-8.14,0.1
60.1598,0.601598,-8.19,0.1
60.2574,0.602574,-8.15,0.1
60.3735,0.603735,-8.07,0.1
60.4827,0.604827,-8.24,0.1
60.6169,0.606169,-8.29,0.1
60.709,0.60709,-8.21,0.1
60.8032,0.608032,-8.23,0.1
60.9224,0.609224,-8.19,0.1
61.007,0.61007,-8.12,0.1
61.0955,0.610955,-8.1,0.1
61.2175,0.612175,-8.19,0.1
61.312,0.61312,-8.44,0.1
61.3879,0.613879,-8.41,0.1
61.4953,0.614953,-8.41,0.1
61.5805,0.615805,-7.93,0.1
61.6756,0.616756,-7.86,0.1
61.7956,0.617956,-7.97,0.1
61.8805,0.618805,-8.09,0.1
61.9576,0.619576,-8.02,0.1
62.0746,0.620746,-8.15,0.1
62.173,0.62173,-7.93,0.1
62.2597,0.622597,-8.21,0.1
62.3777,0.623777,-8.33,0.1
62.468,0.62468,-8.49,0.1
62.5541,0.625541,-8.36,0.1
62.6633,0.626633,-8.42,0.1
62.741,0.62741,-8.42,0.1
62.8376,0.628376,-8.48,0.1
62.959,0.62959,-8.47,0.1
63.0445,0.630445,-8.48,0.1
63.1279,0.631279,-8.51,0.1
63.2415,0.632415,-8.56,0.1
63.3285,0.633285,-8.27,0.1
63.42,0.6342,-8.41,0.1
63.542,0.63542,-8.25,0.1
63.6335,0.636335,-8.42,0.1
63.7226,0.637226,-8.54,0.1
63.839,0.63839,-8.62,0.1
63.9245,0.639245,-8.36,0.1
64.0199,0.640199,-8.39,0.1
64.1351,0.641351,-8.46,0.1
64.2125,0.642125,-8.44,0.1
64.298,0.64298,-8.55,0.1
64.4196,0.644196,-9.05,0.1
64.5165,0.645165,-8.62,0.1
64.6035,0.646035,-8.66,0.1
64.7229,0.647229,-8.42,0.1
64.815,0.64815,-8.93,0.1
64.9251,0.649251,-8.75,0.1
65.0751,0.650751,-9.16,0.1
65.19,0.6519,-8.82,0.1
65.2329,0.652329,-8.7,0.1
65.2887,0.652887,-8.88,0.1
65.3295,0.653295,-8.64,0.1
65.3709,0.653709,-8.75,0.1
65.4243,0.654243,-8.67,0.1
65.463,0.65463,-8.55,0.1
65.5047,0.655047,-8.32,0.1
65.5595,0.655595,-8.17,0.1
65.6,0.656,-8.34,0.1
65.6402,0.656402,-8.38,0.1
65.6934,0.656934,-8.12,0.1
65.733,0.65733,-8.18,0.1
65.7765,0.657765,-8.24,0.1
65.8357,0.658357,-8.5,0.1
65.881,0.65881,-7.81,0.1
65.9215,0.659215,-7.78,0.1
66.0321,0.660321,-7.77,0.1
66.1575,0.661575,-8.32,0.1
66.2688,0.662688,-8.23,0.1
66.406,0.66406,-8.34,0.1
66.5005,0.665005,-8.33,0.1
66.592,0.66592,-8.49,0.1
66.7126,0.667126,-8.42,0.1
66.802,0.66802,-8.73,0.1
66.8929,0.668929,-8.16,0.1
67.0135,0.670135,-7.94,0.1
67.1035,0.671035,-8.25,0.1
67.1866,0.671866,-8.16,0.1
67.2996,0.672996,-8.55,0.1
67.386,0.67386,-8.48,0.1
67.4793,0.674793,-8.36,0.1
67.6059,0.676059,-8.55,0.1
67.7025,0.677025,-8.44,0.1
67.7862,0.677862,-8.2,0.1
67.8994,0.678994,-7.83,0.1
67.9855,0.679855,-7.97,0.1
68.0842,0.680842,-8.06,0.1
68.2086,0.682086,-7.86,0.1
68.2965,0.682965,-8,0.1
68.3898,0.683898,-8.05,0.1
68.5138,0.685138,-8.3,0.1
68.6065,0.686065,-7.99,0.1
68.7022,0.687022,-9.1,0.1
68.8436,0.688436,-9.08,0.1
68.96,0.6896,-9.1,0.1
69.0611,0.690611,-8.89,0.1
69.1581,0.691581,-8.62,0.1
69.2025,0.692025,-8.17,0.1
69.2511,0.692511,-7.81,0.1
69.3111,0.693111,-7.4,0.1
69.3525,0.693525,-7.08,0.1
69.3996,0.693996,-7.87,0.1
69.4604,0.694604,-7.94,0.1
69.5045,0.695045,-8.12,0.1
69.5492,0.695492,-8.08,0.1
69.6028,0.696028,-8.72,0.1
69.6385,0.696385,-8.5,0.1
69.6913,0.696913,-9.01,0.1
69.7551,0.697551,-8.43,0.1
69.798,0.69798,-8.84,0.1
69.8397,0.698397,-8.29,0.1
69.8953,0.698953,-8.92,0.1
69.937,0.69937,-8.7,0.1
69.9859,0.699859,-8.79,0.1
70.0441,0.700441,-8.58,0.1
70.0825,0.700825,-8.35,0.1
70.1251,0.701251,-8.66,0.1
70.1815,0.701815,-9.07,0.1
70.2235,0.702235,-9.31,0.1
70.2688,0.702688,-9.5,0.1
70.3282,0.703282,-9.48,0.1
70.372,0.70372,-8.92,0.1
70.4173,0.704173,-9.17,0.1
70.4715,0.704715,-8.96,0.1
70.5075,0.705075,-9.33,0.1
70.5531,0.705531,-9.41,0.1
70.6131,0.706131,-9.55,0.1
70.6575,0.706575,-9.3,0.1
70.7004,0.707004,-9.63,0.1
70.754,0.70754,-9.06,0.1
70.7915,0.707915,-9.53,0.1
70.8425,0.708425,-9.15,0.1
70.8983,0.708983,-9.54,0.1
70.931,0.70931,-9.55,0.1
70.9814,0.709814,-10.3,0.1
71.0434,0.710434,-9.73,0.1
71.086,0.71086,-9.2,0.1
71.1259,0.711259,-9.25,0.1
71.1799,0.711799,-9.22,0.1
71.221,0.71221,-9.49,0.1
71.2735,0.712735,-8.93,0.1
71.3329,0.713329,-9.46,0.1
71.3695,0.713695,-9.21,0.1
71.4142,0.714142,-9.51,0.1
71.4736,0.714736,-9.29,0.1
71.518,0.71518,-8.89,0.1
71.563,0.71563,-8.56,0.1
71.624,0.71624,-9.36,0.1
71.6705,0.716705,-8.98,0.1
71.7248,0.717248,-9.22,0.1
71.793,0.71793,-9.21,0.1
71.841,0.71841,-9.34,0.1
71.8689,0.718689,-9.11,0.1
71.9073,0.719073,-9.89,0.1
71.937,0.71937,-9.86,0.1
71.9652,0.719652,-9.87,0.1
72.0018,0.720018,-9.35,0.1
72.0285,0.720285,-9.58,0.1
72.0564,0.720564,-9.34,0.1
72.0944,0.720944,-9.44,0.1
72.1235,0.721235,-9.14,0.1
72.1478,0.721478,-9.2,0.1
72.184,0.72184,-8.9,0.1
72.214,0.72214,-9.3,0.1
72.2395,0.722395,-9.39,0.1
72.2733,0.722733,-8.96,0.1
72.2985,0.722985,-7.79,0.1
72.327,0.72327,-7.94,0.1
72.365,0.72365,-7.17,0.1
72.3935,0.723935,-8.07,0.1
72.4196,0.724196,-8.23,0.1
72.4546,0.724546,-7.92,0.1
72.481,0.72481,-7.97,0.1
72.5089,0.725089,-7.46,0.1
72.5443,0.725443,-7.49,0.1
72.5695,0.725695,-7.73,0.1
72.5974,0.725974,-7.7,0.1
72.6352,0.726352,-7.44,0.1
72.664,0.72664,-7.29,0.1
72.6916,0.726916,-7.3,0.1
72.7288,0.727288,-7.26,0.1
72.757,0.72757,-7.34,0.1
72.7864,0.727864,-7.14,0.1
72.8254,0.728254,-7.32,0.1
72.8545,0.728545,-7,0.1
72.8755,0.728755,-7.31,0.1
72.9033,0.729033,-6.93,0.1
72.924,0.72924,-7.54,0.1
72.9453,0.729453,-7.24,0.1
72.9745,0.729745,-7.44,0.1
72.997,0.72997,-7.2,0.1
73.0186,0.730186,-7.41,0.1
73.0466,0.730466,-7.07,0.1
73.067,0.73067,-6.96,0.1
73.0868,0.730868,-7.01,0.1
73.114,0.73114,-6.86,0.1
73.135,0.73135,-6.69,0.1
73.1554,0.731554,-6.61,0.1
73.1818,0.731818,-6.75,0.1
73.201,0.73201,-6.72,0.1
73.2226,0.732226,-7.01,0.1
73.2494,0.732494,-7.66,0.1
73.268,0.73268,-7.98,0.1
73.2878,0.732878,-7.7,0.1
73.3154,0.733154,-8.32,0.1
73.337,0.73337,-8.44,0.1
73.3589,0.733589,-8.7,0.1
73.3885,0.733885,-8.7,0.1
73.411,0.73411,-9.47,0.1
73.4296,0.734296,-9.33,0.1
73.4554,0.734554,-9.09,0.1
73.4755,0.734755,-9.1,0.1
73.4953,0.734953,-8.62,0.1
73.5221,0.735221,-9.02,0.1
73.5425,0.735425,-8.76,0.1
73.5644,0.735644,-8.8,0.1
73.5936,0.735936,-9.19,0.1
73.6155,0.736155,-8.73,0.1
73.6371,0.736371,-9.07,0.1
73.6651,0.736651,-8.72,0.1
73.6855,0.736855,-9.14,0.1
73.7074,0.737074,-9.15,0.1
73.7378,0.737378,-9.18,0.1
73.7615,0.737615,-8.49,0.1
73.7843,0.737843,-8.52,0.1
73.8157,0.738157,-8.62,0.1
73.84,0.7384,-8.77,0.1
73.8619,0.738619,-8.78,0.1
73.8923,0.738923,-8.52,0.1
73.916,0.73916,-8.8,0.1
73.9391,0.739391,-8.77,0.1
73.9699,0.739699,-8.65,0.1
73.993,0.73993,-8.83,0.1
74.0155,0.740155,-8.57,0.1
74.0455,0.740455,-8.51,0.1
74.068,0.74068,-8.71,0.1
74.0908,0.740908,-8.93,0.1
74.121,0.74121,-9.02,0.1
74.1435,0.741435,-9.02,0.1
74.1651,0.741651,-9.05,0.1
74.1947,0.741947,-8.97,0.1
74.2175,0.742175,-9.25,0.1
74.2394,0.742394,-8.99,0.1
74.2692,0.742692,-9.3,0.1
74.292,0.74292,-9.36,0.1
74.3205,0.743205,-9.35,0.1
74.3599,0.743599,-9.31,0.1
74.3905,0.743905,-9.06,0.1
74.4193,0.744193,-9.2,0.1
74.4585,0.744585,-8.63,0.1
74.4885,0.744885,-9.22,0.1
74.5182,0.745182,-9.3,0.1
74.5576,0.745576,-9.29,0.1
74.587,0.74587,-9.12,0.1
74.6155,0.746155,-9.36,0.1
74.6535,0.746535,-9.39,0.1
74.682,0.74682,-9.32,0.1
74.7117,0.747117,-9.14,0.1
74.7501,0.747501,-9.23,0.1
74.778,0.74778,-9.4,0.1
74.808,0.74808,-9.38,0.1
74.8472,0.748472,-9.52,0.1
74.876,0.74876,-9.06,0.1
74.9039,0.749039,-9.03,0.1
74.9419,0.749419,-9.15,0.1
74.971,0.74971,-9.01,0.1
75.0004,0.750004,-9.37,0.1
75.0376,0.750376,-8.98,0.1
75.064,0.75064,-8.71,0.1
75.0943,0.750943,-8.73,0.1
75.1327,0.751327,-9.01,0.1
75.16,0.7516,-8.86,0.1
75.19,0.7519,-8.75,0.1
75.2294,0.752294,-9.05,0.1
75.2585,0.752585,-8.66,0.1
75.26885,0.7526885,-8.72,0.1
75.2925,0.752925,-8.4,0.1
75.3165,0.753165,-8.63,0.1
75.3405,0.753405,-8.26,0.1
75.3645,0.753645,-8.45,0.1
75.3885,0.753885,-8.59,0.1
75.4125,0.754125,-8.27,0.1
75.4365,0.754365,-8.32,0.1
75.4605,0.754605,-8.4,0.1
75.4845,0.754845,-8.03,0.1
75.5085,0.755085,-8.74,0.1
75.5325,0.755325,-8.79,0.1
75.56905,0.7556905,-8.87,0.1
75.6056,0.756056,-8.8,0.1
75.64215,0.7564215,-8.22,0.1
75.6787,0.756787,-8.28,0.1
75.71525,0.7571525,-8.39,0.1
75.7518,0.757518,-8.44,0.1
75.78835,0.7578835,-8.55,0.1
75.8249,0.758249,-8.56,0.1
75.86145,0.7586145,-8.25,0.1
75.898,0.75898,-8.54,0.1
75.9346,0.759346,-8.3,0.1
75.9712,0.759712,-8.09,0.1
76.0078,0.760078,-8.45,0.1
76.0444,0.760444,-8.27,0.1
76.081,0.76081,-7.84,0.1
76.1176,0.761176,-8.2,0.1
76.1542,0.761542,-7.95,0.1
76.1908,0.761908,-7.99,0.1
76.2274,0.762274,-8.48,0.1
76.264,0.76264,-7.7,0.1
76.31605,0.7631605,-7.79,0.1
76.3681,0.763681,-7.78,0.1
76.42015,0.7642015,-7.38,0.1
76.4722,0.764722,-7.56,0.1
76.52425,0.7652425,-7.36,0.1
76.5763,0.765763,-7.46,0.1
76.62835,0.7662835,-7.3,0.1
76.6804,0.766804,-7.64,0.1
76.73245,0.7673245,-7.09,0.1
76.7845,0.767845,-7.43,0.1
76.8334,0.768334,-7.02,0.1
76.8823,0.768823,-7.03,0.1
76.9312,0.769312,-7.5,0.1
76.9801,0.769801,-7.84,0.1
77.029,0.77029,-7.42,0.1
77.0779,0.770779,-7.93,0.1
77.1268,0.771268,-8.25,0.1
77.1757,0.771757,-8.5,0.1
